SourceSystem,FinanceTableOrder,FinanceSchemaName,FinanceTableName,ActionKey,ActionStepKey,FieldKey,FieldName,PHC_Enabled,Enabled,PrimaryKey,FieldType,FieldLength,FieldPrecision,FieldScale,DsnFieldName,Nullable,Default,FormatConvert,CompKey
BHG_DR,7,pats,tbl_3pElig,1,16,9,eStaff,1,1,NULL,varchar,50,0,0,eStaff,1,NULL,NULL,1-16-009
BHG_DR,7,pats,tbl_3pElig,1,16,10,ePOST,1,1,NULL,varchar,-1,0,0,ePOST,1,NULL,NULL,1-16-010
BHG_DR,7,pats,tbl_3pElig,1,16,11,eRESPONSE,1,1,NULL,varchar,-1,0,0,eRESPONSE,1,NULL,NULL,1-16-011
BHG_DR,7,pats,tbl_3pElig,1,16,12,eStatus,1,1,NULL,varchar,200,0,0,eStatus,1,NULL,NULL,1-16-012
BHG_DR,7,pats,tbl_3pElig,1,16,13,eFormat,1,1,NULL,varchar,100,0,0,eFormat,1,NULL,NULL,1-16-013
BHG_DR,7,pats,tbl_3pElig,1,16,14,Filepath,1,1,NULL,varchar,100,0,0,Filepath,1,NULL,NULL,1-16-014
BHG_DR,7,pats,tbl_3pElig,1,16,15,eELECSTATUS,1,1,NULL,varchar,100,0,0,eELECSTATUS,1,NULL,NULL,1-16-015
BHG_DR,7,pats,tbl_3pElig,1,16,16,EStaffSTATUS,1,1,NULL,varchar,50,0,0,EStaffSTATUS,1,NULL,NULL,1-16-016
BHG_DR,7,pats,tbl_3pElig,1,16,17,EStaffNote,1,1,NULL,varchar,-1,0,0,EStaffNote,1,NULL,NULL,1-16-017
BHG_DR,7,pats,tbl_3pElig,1,16,18,eSCAN,1,1,NULL,varchar,200,0,0,eSCAN,1,NULL,NULL,1-16-018
BHG_DR,7,pats,tbl_3pElig,1,16,19,eORIGID,1,1,NULL,int,4,10,0,eORIGID,1,NULL,NULL,1-16-019
BHG_DR,7,pats,tbl_3pElig,1,16,20,pyeligcheck,1,1,NULL,date,3,10,0,pyeligcheck,1,NULL,NULL,1-16-020
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,0,@SiteCode,1,1,1,varchar,25,0,0,SiteCode,0,NULL,NULL,4-2-000
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,1,tpcliID,1,1,2,int,4,10,0,tpcliID,0,NULL,NULL,4-2-001
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,2,tpcliTPCID,1,1,0,int,4,10,0,tpcliTPCID,1,NULL,NULL,4-2-002
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,3,tpcliDtmService,1,1,0,datetime,8,23,3,tpcliDtmService,1,NULL,NULL,4-2-003
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,4,tpcliTxtService,1,1,0,varchar,100,0,0,tpcliTxtService,1,NULL,NULL,4-2-004
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,5,tpcliIntUnits,1,1,0,int,4,10,0,tpcliIntUnits,1,NULL,NULL,4-2-005
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,6,tpcliDtmAdded,1,1,0,datetime,8,23,3,tpcliDtmAdded,1,NULL,NULL,4-2-006
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,7,tpcliStrAdded,1,1,0,varchar,100,0,0,tpcliStrAdded,1,NULL,NULL,4-2-007
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,8,tpcliAmtCharge,1,1,0,money,8,19,4,tpcliAmtCharge,1,NULL,NULL,4-2-008
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,9,tpcliStrCPT,1,1,0,varchar,100,0,0,tpcliStrCPT,1,NULL,NULL,4-2-009
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,10,tpcliStrModifier,1,1,0,varchar,100,0,0,tpcliStrModifier,1,NULL,NULL,4-2-010
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,11,tpcliStrNDC,1,1,0,varchar,100,0,0,tpcliStrNDC,1,NULL,NULL,4-2-011
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,12,tpcliStrPOS,1,1,0,varchar,100,0,0,tpcliStrPOS,1,NULL,NULL,4-2-012
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,13,tpcliIntDx1,1,1,0,int,4,10,0,tpcliIntDx1,1,NULL,NULL,4-2-013
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,14,tpcliIntDx2,1,1,0,int,4,10,0,tpcliIntDx2,1,NULL,NULL,4-2-014
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,15,tpcliIntDx3,1,1,0,int,4,10,0,tpcliIntDx3,1,NULL,NULL,4-2-015
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,16,tpcliIntDx4,1,1,0,int,4,10,0,tpcliIntDx4,1,NULL,NULL,4-2-016
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,17,tpcliDiagnosis,1,1,0,varchar,50,0,0,tpcliDiagnosis,1,NULL,NULL,4-2-017
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,18,tpcliDSID,1,1,0,int,4,10,0,tpcliDSID,1,NULL,NULL,4-2-018
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,19,tpcliPayerClaimID,1,1,0,varchar,50,0,0,tpcliPayerClaimID,1,NULL,NULL,4-2-019
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,20,tpcliProviderId,1,1,0,varchar,50,0,0,tpcliProviderId,1,NULL,NULL,4-2-020
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,21,tpcliUNITFEE,1,1,0,money,8,19,4,tpcliUNITFEE,1,NULL,NULL,4-2-021
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,22,tpcliVOID,1,1,0,bit,1,1,0,tpcliVOID,1,NULL,NULL,4-2-022
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,23,tpclivoidDT,1,1,0,date,3,10,0,tpclivoidDT,1,NULL,NULL,4-2-023
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,24,tpclivoidUSER,1,1,0,varchar,50,0,0,tpclivoidUSER,1,NULL,NULL,4-2-024
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,25,tpcliDtmServiceTo,1,1,0,datetime,8,23,3,tpcliDtmServiceTo,1,NULL,NULL,4-2-025
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,26,tpcliIntMg,1,1,0,int,4,10,0,tpcliIntMg,1,NULL,NULL,4-2-026
BHG_DR,8,pats,tbl_ClaimLineItem,4,2,27,tpcliDBnotes,1,1,0,varchar,1000,0,0,tpcliDBnotes,1,NULL,NULL,4-2-027
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,0,@SiteCode,1,1,1,varchar,25,0,0,SiteCode,0,NULL,NULL,4-3-000
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,1,liaID,1,1,2,int,4,10,0,liaID,0,NULL,NULL,4-3-001
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,2,liaTPCLIID,1,1,0,int,4,10,0,liaTPCLIID,1,NULL,NULL,4-3-002
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,3,liaDtm,1,1,0,datetime,8,23,3,liaDtm,1,NULL,NULL,4-3-003
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,4,liaStrUser,1,1,0,varchar,100,0,0,liaStrUser,1,NULL,NULL,4-3-004
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,5,laiPAIDINS,1,1,0,money,8,19,4,laiPAIDINS,1,NULL,NULL,4-3-005
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,6,laiContADJ,1,1,0,money,8,19,4,laiContADJ,1,NULL,NULL,4-3-006
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,7,laiGENADJ,1,1,0,money,8,19,4,laiGENADJ,1,NULL,NULL,4-3-007
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,8,laiCOPay,1,1,0,money,8,19,4,laiCOPay,1,NULL,NULL,4-3-008
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,9,laiDEDUC,1,1,0,money,8,19,4,laiDEDUC,1,NULL,NULL,4-3-009
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,10,laiCLIENT,1,1,0,money,8,19,4,laiCLIENT,1,NULL,NULL,4-3-010
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,11,liaBitNoteOnly,1,1,0,bit,1,1,0,liaBitNoteOnly,1,NULL,NULL,4-3-011
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,12,liaStrDesc,1,1,0,varchar,1000,0,0,liaStrDesc,1,NULL,NULL,4-3-012
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,13,tprbID,1,1,0,int,4,10,0,tprbID,0,NULL,NULL,4-3-013
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,14,liaPending,1,1,0,bit,1,1,0,liaPending,1,NULL,NULL,4-3-014
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,15,liaamt,1,1,0,money,8,19,4,liaamt,1,NULL,NULL,4-3-015
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,16,liastrtext,1,1,0,varchar,50,0,0,liastrtext,1,NULL,NULL,4-3-016
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,17,liaADJREASON,1,1,0,varchar,100,0,0,liaADJREASON,1,NULL,NULL,4-3-017
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,18,laiCOINS,1,1,0,money,8,19,4,laiCOINS,1,NULL,NULL,4-3-018
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,19,liaAction1,1,1,0,varchar,500,0,0,liaAction1,1,NULL,NULL,4-3-019
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,20,liaAction2,1,1,0,varchar,500,0,0,liaAction2,1,NULL,NULL,4-3-020
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,21,liaADJcontract,1,1,0,varchar,100,0,0,liaADJcontract,1,NULL,NULL,4-3-021
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,22,liaADJgeneral,1,1,0,varchar,100,0,0,liaADJgeneral,1,NULL,NULL,4-3-022
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,23,liaANSI1,1,1,0,varchar,50,0,0,liaANSI1,1,NULL,NULL,4-3-023
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,24,liaANSI2,1,1,0,varchar,50,0,0,liaANSI2,1,NULL,NULL,4-3-024
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,25,liaANSImod1,1,1,0,varchar,50,0,0,liaANSImod1,1,NULL,NULL,4-3-025
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,26,liaANSImod2,1,1,0,varchar,50,0,0,liaANSImod2,1,NULL,NULL,4-3-026
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,27,BillID,1,1,0,int,4,10,0,BillID,1,NULL,NULL,4-3-027
BHG_DR,9,pats,tbl_ClaimLineItemActivity,4,3,28,liaDBnotes,1,1,0,varchar,1000,0,0,liaDBnotes,1,NULL,NULL,4-3-028
BHG_DR,10,pats,tbl_Claims,4,1,0,@SiteCode,1,1,1,varchar,25,0,0,SiteCode,0,NULL,NULL,4-1-000
BHG_DR,10,pats,tbl_Claims,4,1,1,tpcID,1,1,2,int,4,10,0,tpcID,0,NULL,NULL,4-1-001
BHG_DR,10,pats,tbl_Claims,4,1,2,tpccltID,1,1,0,int,4,10,0,tpccltID,1,NULL,NULL,4-1-002
BHG_DR,10,pats,tbl_Claims,4,1,3,tpcStrStatus,1,1,0,varchar,100,0,0,tpcStrStatus,1,NULL,NULL,4-1-003
BHG_DR,10,pats,tbl_Claims,4,1,4,tpcStrPayer,1,1,0,varchar,100,0,0,tpcStrPayer,1,NULL,NULL,4-1-004
BHG_DR,10,pats,tbl_Claims,4,1,8,tpcDtmAdded,1,1,0,datetime,8,23,3,tpcDtmAdded,1,NULL,NULL,4-1-008
BHG_DR,10,pats,tbl_Claims,4,1,9,tpcStrAdded,1,1,0,varchar,100,0,0,tpcStrAdded,1,NULL,NULL,4-1-009
BHG_DR,10,pats,tbl_Claims,4,1,16,f10oth,1,1,0,varchar,50,0,0,f10oth,1,NULL,NULL,4-1-016
BHG_DR,10,pats,tbl_Claims,4,1,18,tpcClaimBatchID,1,1,0,int,4,10,0,tpcClaimBatchID,1,NULL,NULL,4-1-018
BHG_DR,10,pats,tbl_Claims,4,1,21,f11insnumber,1,1,0,varchar,50,0,0,f11insnumber,1,NULL,NULL,4-1-021
BHG_DR,10,pats,tbl_Claims,4,1,22,f11insplan,1,1,0,varchar,50,0,0,f11insplan,1,NULL,NULL,4-1-022
BHG_DR,10,pats,tbl_Claims,4,1,23,f11inssex,1,1,0,varchar,50,0,0,f11inssex,1,NULL,NULL,4-1-023
BHG_DR,10,pats,tbl_Claims,4,1,24,f12sig,1,1,0,varchar,50,0,0,f12sig,1,NULL,NULL,4-1-024
BHG_DR,10,pats,tbl_Claims,4,1,25,f12sigdate,1,1,0,varchar,50,0,0,f12sigdate,1,NULL,NULL,4-1-025
BHG_DR,10,pats,tbl_Claims,4,1,26,f13inssig,1,1,0,varchar,50,0,0,f13inssig,1,NULL,NULL,4-1-026
BHG_DR,10,pats,tbl_Claims,4,1,27,f14date,1,1,0,varchar,50,0,0,f14date,1,NULL,NULL,4-1-027
BHG_DR,10,pats,tbl_Claims,4,1,28,f15firstdate,1,1,0,varchar,50,0,0,f15firstdate,1,NULL,NULL,4-1-028
BHG_DR,10,pats,tbl_Claims,4,1,29,f16dateunableend,1,1,0,varchar,50,0,0,f16dateunableend,1,NULL,NULL,4-1-029
BHG_DR,10,pats,tbl_Claims,4,1,30,f10auto,1,1,0,varchar,50,0,0,f10auto,1,NULL,NULL,4-1-030
BHG_DR,10,pats,tbl_Claims,4,1,31,tpcStrPrimary,1,1,0,varchar,100,0,0,tpcStrPrimary,1,NULL,NULL,4-1-031
BHG_DR,10,pats,tbl_Claims,4,1,32,f10employ,1,1,0,varchar,50,0,0,f10employ,1,NULL,NULL,4-1-032
BHG_DR,10,pats,tbl_Claims,4,1,33,f10local,1,1,0,varchar,50,0,0,f10local,1,NULL,NULL,4-1-033
BHG_DR,10,pats,tbl_Claims,4,1,34,f11insanother,1,1,0,varchar,50,0,0,f11insanother,1,NULL,NULL,4-1-034
BHG_DR,10,pats,tbl_Claims,4,1,35,f11insdob,1,1,0,varchar,50,0,0,f11insdob,1,NULL,NULL,4-1-035
BHG_DR,10,pats,tbl_Claims,4,1,36,f11insemploy,1,1,0,varchar,50,0,0,f11insemploy,1,NULL,NULL,4-1-036
BHG_DR,10,pats,tbl_Claims,4,1,37,f16dateunablestart,1,1,0,varchar,50,0,0,f16dateunablestart,1,NULL,NULL,4-1-037
BHG_DR,10,pats,tbl_Claims,4,1,38,f17refername,1,1,0,varchar,50,0,0,f17refername,1,NULL,NULL,4-1-038
BHG_DR,10,pats,tbl_Claims,4,1,39,f17refernpi,1,1,0,varchar,50,0,0,f17refernpi,1,NULL,NULL,4-1-039
BHG_DR,10,pats,tbl_Claims,4,1,40,f18datehospend,1,1,0,varchar,50,0,0,f18datehospend,1,NULL,NULL,4-1-040
BHG_DR,10,pats,tbl_Claims,4,1,41,f18datehospstart,1,1,0,varchar,50,0,0,f18datehospstart,1,NULL,NULL,4-1-041
BHG_DR,10,pats,tbl_Claims,4,1,42,f19local,1,1,0,varchar,50,0,0,f19local,1,NULL,NULL,4-1-042
BHG_DR,10,pats,tbl_Claims,4,1,43,f1id,1,1,0,varchar,50,0,0,f1id,1,NULL,NULL,4-1-043
BHG_DR,10,pats,tbl_Claims,4,1,44,f20outsidelab,1,1,0,varchar,50,0,0,f20outsidelab,1,NULL,NULL,4-1-044
BHG_DR,10,pats,tbl_Claims,4,1,45,f21diag1,1,1,0,varchar,50,0,0,f21diag1,1,NULL,NULL,4-1-045
BHG_DR,10,pats,tbl_Claims,4,1,46,f21diag2,1,1,0,varchar,50,0,0,f21diag2,1,NULL,NULL,4-1-046
BHG_DR,10,pats,tbl_Claims,4,1,47,f21diag3,1,1,0,varchar,50,0,0,f21diag3,1,NULL,NULL,4-1-047
BHG_DR,10,pats,tbl_Claims,4,1,48,f21diag4,1,1,0,varchar,50,0,0,f21diag4,1,NULL,NULL,4-1-048
BHG_DR,10,pats,tbl_Claims,4,1,49,f22medresub,1,1,0,varchar,50,0,0,f22medresub,1,NULL,NULL,4-1-049
BHG_DR,10,pats,tbl_Claims,4,1,50,f23priorauth,1,1,0,varchar,50,0,0,f23priorauth,1,NULL,NULL,4-1-050
BHG_DR,10,pats,tbl_Claims,4,1,51,f25taxid,1,1,0,varchar,50,0,0,f25taxid,1,NULL,NULL,4-1-051
BHG_DR,10,pats,tbl_Claims,4,1,52,f26account,1,1,0,varchar,50,0,0,f26account,1,NULL,NULL,4-1-052
BHG_DR,10,pats,tbl_Claims,4,1,53,f27assign,1,1,0,varchar,50,0,0,f27assign,1,NULL,NULL,4-1-053
BHG_DR,10,pats,tbl_Claims,4,1,54,f28totalcharge,1,1,0,varchar,50,0,0,f28totalcharge,1,NULL,NULL,4-1-054
BHG_DR,10,pats,tbl_Claims,4,1,55,f29amtpaid,1,1,0,varchar,50,0,0,f29amtpaid,1,NULL,NULL,4-1-055
BHG_DR,10,pats,tbl_Claims,4,1,56,f2name,1,1,0,varchar,50,0,0,f2name,1,NULL,NULL,4-1-056
BHG_DR,10,pats,tbl_Claims,4,1,57,f30balancedue,1,1,0,varchar,50,0,0,f30balancedue,1,NULL,NULL,4-1-057
BHG_DR,10,pats,tbl_Claims,4,1,58,f31date,1,1,0,varchar,50,0,0,f31date,1,NULL,NULL,4-1-058
BHG_DR,10,pats,tbl_Claims,4,1,59,f31phys,1,1,0,varchar,50,0,0,f31phys,1,NULL,NULL,4-1-059
BHG_DR,10,pats,tbl_Claims,4,1,60,f32a,1,1,0,varchar,50,0,0,f32a,1,NULL,NULL,4-1-060
BHG_DR,10,pats,tbl_Claims,4,1,61,f32b,1,1,0,varchar,50,0,0,f32b,1,NULL,NULL,4-1-061
BHG_DR,10,pats,tbl_Claims,4,1,62,f32line1,1,1,0,varchar,50,0,0,f32line1,1,NULL,NULL,4-1-062
BHG_DR,10,pats,tbl_Claims,4,1,63,f32line2,1,1,0,varchar,50,0,0,f32line2,1,NULL,NULL,4-1-063
BHG_DR,10,pats,tbl_Claims,4,1,64,f32line3,1,1,0,varchar,50,0,0,f32line3,1,NULL,NULL,4-1-064
BHG_DR,10,pats,tbl_Claims,4,1,65,f32line4,1,1,0,varchar,50,0,0,f32line4,1,NULL,NULL,4-1-065
BHG_DR,10,pats,tbl_Claims,4,1,66,f33a,1,1,0,varchar,50,0,0,f33a,1,NULL,NULL,4-1-066
BHG_DR,10,pats,tbl_Claims,4,1,67,f33b,1,1,0,varchar,50,0,0,f33b,1,NULL,NULL,4-1-067
BHG_DR,10,pats,tbl_Claims,4,1,68,f33line1,1,1,0,varchar,50,0,0,f33line1,1,NULL,NULL,4-1-068
BHG_DR,10,pats,tbl_Claims,4,1,69,f33line2,1,1,0,varchar,50,0,0,f33line2,1,NULL,NULL,4-1-069
BHG_DR,10,pats,tbl_Claims,4,1,70,f33line3,1,1,0,varchar,50,0,0,f33line3,1,NULL,NULL,4-1-070
BHG_DR,10,pats,tbl_Claims,4,1,71,f33line4,1,1,0,varchar,50,0,0,f33line4,1,NULL,NULL,4-1-071
BHG_DR,10,pats,tbl_Claims,4,1,72,f33phone,1,1,0,varchar,50,0,0,f33phone,1,NULL,NULL,4-1-072
BHG_DR,10,pats,tbl_Claims,4,1,73,f3dob,1,1,0,varchar,50,0,0,f3dob,1,NULL,NULL,4-1-073
BHG_DR,10,pats,tbl_Claims,4,1,74,f4insname,1,1,0,varchar,50,0,0,f4insname,1,NULL,NULL,4-1-074
BHG_DR,10,pats,tbl_Claims,4,1,75,f5add,1,1,0,varchar,50,0,0,f5add,1,NULL,NULL,4-1-075
BHG_DR,10,pats,tbl_Claims,4,1,76,f5city,1,1,0,varchar,50,0,0,f5city,1,NULL,NULL,4-1-076
BHG_DR,10,pats,tbl_Claims,4,1,77,f5phone,1,1,0,varchar,50,0,0,f5phone,1,NULL,NULL,4-1-077
BHG_DR,10,pats,tbl_Claims,4,1,78,f5state,1,1,0,varchar,50,0,0,f5state,1,NULL,NULL,4-1-078
BHG_DR,10,pats,tbl_Claims,4,1,79,f5zip,1,1,0,varchar,50,0,0,f5zip,1,NULL,NULL,4-1-079
BHG_DR,10,pats,tbl_Claims,4,1,80,f6insrel,1,1,0,varchar,50,0,0,f6insrel,1,NULL,NULL,4-1-080
BHG_DR,10,pats,tbl_Claims,4,1,81,f7insadd,1,1,0,varchar,50,0,0,f7insadd,1,NULL,NULL,4-1-081
BHG_DR,10,pats,tbl_Claims,4,1,82,f7inscity,1,1,0,varchar,50,0,0,f7inscity,1,NULL,NULL,4-1-082
BHG_DR,10,pats,tbl_Claims,4,1,83,f7insphone,1,1,0,varchar,50,0,0,f7insphone,1,NULL,NULL,4-1-083
BHG_DR,10,pats,tbl_Claims,4,1,84,f7insstate,1,1,0,varchar,50,0,0,f7insstate,1,NULL,NULL,4-1-084
BHG_DR,10,pats,tbl_Claims,4,1,85,f7inszip,1,1,0,varchar,50,0,0,f7inszip,1,NULL,NULL,4-1-085
BHG_DR,10,pats,tbl_Claims,4,1,86,f8stat,1,1,0,varchar,50,0,0,f8stat,1,NULL,NULL,4-1-086
BHG_DR,10,pats,tbl_Claims,4,1,87,f9othinsdob,1,1,0,varchar,50,0,0,f9othinsdob,1,NULL,NULL,4-1-087
BHG_DR,10,pats,tbl_Claims,4,1,88,f9othinsemp,1,1,0,varchar,50,0,0,f9othinsemp,1,NULL,NULL,4-1-088
BHG_DR,10,pats,tbl_Claims,4,1,89,f9othinsname,1,1,0,varchar,50,0,0,f9othinsname,1,NULL,NULL,4-1-089
BHG_DR,10,pats,tbl_Claims,4,1,90,f9othinsnumber,1,1,0,varchar,50,0,0,f9othinsnumber,1,NULL,NULL,4-1-090
BHG_DR,10,pats,tbl_Claims,4,1,91,f9othinsplan,1,1,0,varchar,50,0,0,f9othinsplan,1,NULL,NULL,4-1-091
BHG_DR,10,pats,tbl_Claims,4,1,92,f9othinssex,1,1,0,varchar,50,0,0,f9othinssex,1,NULL,NULL,4-1-092
BHG_DR,10,pats,tbl_Claims,4,1,93,tpcCreatedDate,1,1,0,datetime,8,23,3,tpcCreatedDate,1,NULL,NULL,4-1-093
BHG_DR,10,pats,tbl_Claims,4,1,94,tpcEncounter,1,1,0,nchar,20,0,0,tpcEncounter,1,NULL,NULL,4-1-094
BHG_DR,10,pats,tbl_Claims,4,1,95,tpcREBILLREASON,1,1,0,varchar,500,0,0,tpcREBILLREASON,1,NULL,NULL,4-1-095
BHG_DR,10,pats,tbl_Claims,4,1,96,tpcStrWeek,1,1,0,varchar,10,0,0,tpcStrWeek,1,NULL,NULL,4-1-096
BHG_DR,10,pats,tbl_Claims,4,1,97,tpcWKSTART,1,1,0,date,3,10,0,tpcWKSTART,1,NULL,NULL,4-1-097
BHG_DR,10,pats,tbl_Claims,4,1,98,tpcPayerCIN,1,1,0,varchar,100,0,0,tpcPayerCIN,1,NULL,NULL,4-1-098
BHG_DR,10,pats,tbl_Claims,4,1,99,tpcSrvType,1,1,0,varchar,10,0,0,tpcSrvType,1,NULL,NULL,4-1-099
BHG_DR,10,pats,tbl_Claims,4,1,100,f3sex,1,1,0,varchar,10,0,0,f3sex,1,NULL,NULL,4-1-100
BHG_DR,10,pats,tbl_Claims,4,1,101,tpcClaimType,1,1,0,int,4,10,0,tpcClaimType,1,NULL,NULL,4-1-101
BHG_DR,10,pats,tbl_Claims,4,1,102,SiteID,1,1,0,int,4,10,0,SiteID,1,NULL,NULL,4-1-102
BHG_DR,10,pats,tbl_Claims,4,1,103,tpcDBnotes,1,1,0,varchar,1000,0,0,tpcDBnotes,1,NULL,NULL,4-1-103
BHG_DR,10,pats,tbl_Claims,4,1,104,tpcReferring,1,1,0,varchar,10,0,0,tpcReferring,1,NULL,NULL,4-1-104
BHG_DR,11,pats,tbl_PayerClient,1,6,0,@SiteCode,1,1,1,varchar,25,0,0,SiteCode,0,NULL,NULL,1-6-000
BHG_DR,11,pats,tbl_PayerClient,1,6,1,pyID,1,1,2,int,4,10,0,pyID,0,NULL,NULL,1-6-001
BHG_DR,11,pats,tbl_PayerClient,1,6,2,pyPAYERID,1,1,NULL,varchar,50,0,0,pyPAYERID,1,NULL,NULL,1-6-002
BHG_DR,11,pats,tbl_PayerClient,1,6,3,pyPAYERTYPE,1,1,NULL,varchar,50,0,0,pyPAYERTYPE,1,NULL,NULL,1-6-003
BHG_DR,11,pats,tbl_PayerClient,1,6,4,pySUBSID,1,1,NULL,varchar,50,0,0,pySUBSID,1,NULL,NULL,1-6-004
BHG_DR,11,pats,tbl_PayerClient,1,6,5,pyGROUP,1,1,NULL,varchar,50,0,0,pyGROUP,1,NULL,NULL,1-6-005
BHG_DR,11,pats,tbl_PayerClient,1,6,6,pyAUTH,1,1,NULL,varchar,50,0,0,pyAUTH,1,NULL,NULL,1-6-006
BHG_DR,11,pats,tbl_PayerClient,1,6,7,pySTART,1,1,NULL,date,3,10,0,pySTART,1,NULL,NULL,1-6-007
BHG_DR,11,pats,tbl_PayerClient,1,6,8,pyEND,1,1,NULL,date,3,10,0,pyEND,1,NULL,NULL,1-6-008
BHG_DR,11,pats,tbl_PayerClient,1,6,9,pyCLTID,1,1,NULL,int,4,10,0,pyCLTID,1,NULL,NULL,1-6-009
BHG_DR,11,pats,tbl_PayerClient,1,6,10,pyACTIVE,1,1,NULL,bit,1,1,0,pyACTIVE,1,NULL,NULL,1-6-010
BHG_DR,11,pats,tbl_PayerClient,1,6,11,pyadd,1,1,NULL,varchar,50,0,0,pyadd,1,NULL,NULL,1-6-011
BHG_DR,11,pats,tbl_PayerClient,1,6,12,pycity,1,1,NULL,varchar,50,0,0,pycity,1,NULL,NULL,1-6-012
BHG_DR,11,pats,tbl_PayerClient,1,6,13,pyDOB,1,1,NULL,datetime,8,23,3,pyDOB,1,NULL,NULL,1-6-013
BHG_DR,11,pats,tbl_PayerClient,1,6,14,pyfirst,1,1,NULL,varchar,50,0,0,pyfirst,1,NULL,NULL,1-6-014
BHG_DR,11,pats,tbl_PayerClient,1,6,15,pylast,1,1,NULL,varchar,50,0,0,pylast,1,NULL,NULL,1-6-015
BHG_DR,11,pats,tbl_PayerClient,1,6,16,pyPhone,1,1,NULL,varchar,50,0,0,pyPhone,1,NULL,NULL,1-6-016
BHG_DR,11,pats,tbl_PayerClient,1,6,17,pysame,1,1,NULL,bit,1,1,0,pysame,1,NULL,NULL,1-6-017
BHG_DR,11,pats,tbl_PayerClient,1,6,18,pystate,1,1,NULL,varchar,10,0,0,pystate,1,NULL,NULL,1-6-018
BHG_DR,11,pats,tbl_PayerClient,1,6,19,pyzip,1,1,NULL,varchar,10,0,0,pyzip,1,NULL,NULL,1-6-019
BHG_DR,11,pats,tbl_PayerClient,1,6,20,pyAddDate,1,1,NULL,date,3,10,0,pyAddDate,1,NULL,NULL,1-6-020
BHG_DR,11,pats,tbl_PayerClient,1,6,21,PyAddUser,1,1,NULL,varchar,50,0,0,PyAddUser,1,NULL,NULL,1-6-021
BHG_DR,11,pats,tbl_PayerClient,1,6,22,pyBACK,1,1,NULL,varchar,100,0,0,pyBACK,1,NULL,NULL,1-6-022
BHG_DR,11,pats,tbl_PayerClient,1,6,23,pybupe,1,1,NULL,varchar,250,0,0,pybupe,1,NULL,NULL,1-6-023
