SchemaName,TableName,ColumnName,OrdinalPosition,DataType,MaxLength,NumericPrecision,NumericScale,IsNullable,ColumnDefault
ctrl,tbl_Clinic,SCHEDUA,19,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,UAMONTHLY,20,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ClinicNAME,21,varchar,100,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,TPAUTOMATION,22,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,RequireDarts,23,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,PhysicalTestDays,24,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,ASPhysicalTest,25,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ServiceOverlapPopup,26,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,OrangeandWhite,27,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ToxProvider,28,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NumberofReceipts,29,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,PasswordEnforce,30,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,PasswordLength,31,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,helpfile,32,varchar,100,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ScanPath,33,varchar,100,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DateSigStart,34,datetime,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ElecSigs,35,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,CreditPriorWeek,36,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DefaultTabOrange,37,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,BottleWeight,38,decimal,NULL,10,4,YES,NULL
ctrl,tbl_Clinic,spGRAVITY,39,decimal,NULL,10,4,YES,NULL
ctrl,tbl_Clinic,DoseCharge,40,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,TimeOffset,41,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,CoSign,42,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DefaultProgram,43,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ClientSecurity,44,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AutoCheckin,45,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,CheckinCheck,46,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,OrderService,47,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Residential,48,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,BillDirection,49,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,SmallReceipts,50,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DuplicateCheckinCheck,51,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NoPrintCheckinLabel,52,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AdDomain,53,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AutoSetLABELPrinter,54,varchar,100,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AutoSetReceiptPrinter,55,varchar,100,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ClinicLetter,56,varchar,15,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ClinicState,57,varchar,2,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Liquid,58,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,OtherInvType,59,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,PrintDoseAmt,60,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Tabs,61,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DailyServices,62,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,clientsearchRIN,63,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ClientServiceBilling,64,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DischargeClearsHolds,65,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DrugFreeOnly,66,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,halfweekcredit,67,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AllowRinZero,68,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AllowAnyRin,69,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DefaultShowHoldAtNursing,70,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,HideElecSigDates,71,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,QueSearch,72,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EducFieldIsEmpStatus,73,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AutoImportUA,74,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,FastDose,75,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,RecIDPrint,76,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NurseSig,77,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ORDER2CONFIRM,78,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,ORDERCONFIRM,79,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,ToxACCT,80,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,spGravityClear,81,decimal,NULL,10,4,YES,NULL
ctrl,tbl_Clinic,toxtixnum,82,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,toxTixspecial,83,varchar,500,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AutoOrderExpirationHolds,84,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,reqallintake,85,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NumberOfBulkLabels,86,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,UAonVISIT,87,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Diversion_Padding,88,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,WORDPATH,89,varchar,250,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ScanDeleteOriginal,90,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,UDSpanelRequired,91,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AutoDischargeCredit,92,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,BeakerColors,93,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NumberPriorTransactionsOnReceipt,94,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,AlwaysAllowUseSavedSignature,95,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NewBottleLabels,96,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DocTemplatePath,97,varchar,200,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ReportDir,98,varchar,250,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,reportServer,99,varchar,250,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DonotallowCASCADE,100,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,isBHG,101,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,MultipleQueues,102,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,LabAcct,103,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AlwaysAskBagLabel,104,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,PrepackBagLabelDefault,105,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DefaultShowHoldFront,106,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ShowFutureUAholds,107,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,OpenOnSunday,108,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ChargeBeforeDose,109,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,LandscapeLabel,110,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,sigIMGPATH,111,varchar,250,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,sigIMGURI,112,varchar,250,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,SignBeforeDose,113,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,SortClientSearchbyID,114,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,UApath,115,varchar,100,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AdjustmentEmail,116,varchar,100,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,blAdjustatDischarge,117,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Fifo_Bottle,118,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,UseCostCenter,119,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ForceCheckin,120,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,VerifyMedAdjustment,121,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,PinSigs,122,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,COMBINE3PAYFEES,123,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,PinBeforeSig,124,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,siglcd,125,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DictionaryPath,126,varchar,150,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,grammerpath,127,varchar,150,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DiversionType,128,varchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ismedmark,129,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ServiceDimsLinkToTP,130,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,advancedtesting,131,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AllowActOldOrder,132,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,FirstInitialonTOXlabel,133,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Over100check,134,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NoQuePop,135,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,offsetdoseconfirm,136,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,OrderRequestsNeedBothSigs,137,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,SmallTox,138,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,toxservice,139,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Zebra,140,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,FingerPrintSig,141,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,VOregistrationpath,142,varchar,150,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,blockaptcalhold,143,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,CalendarStartTime,144,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,EligPW,145,nvarchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EligUN,146,nvarchar,50,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,FiveDayCalendarWeek,147,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,multitenant,148,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,pumpwindow,149,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,RequireEmergencyContact,150,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,QueueTwice,151,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,CheckUAIsPrescription,152,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableBusPass,153,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,ClaimDir,154,varchar,200,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,isIHC,155,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,Phase,156,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,setEvalsOtherFocus,157,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,EnableHoldayPickupCalifornia,158,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,ZeroSSNs,159,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableTouchSig,160,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,CreditDosesDischarge,161,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,AllowBulkDrSigs,162,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableAlertsMedChanges,163,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableOrderAlerts,164,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableTestingAlerts,165,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableAtRiskAlerts,166,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableAdministeringClientMeds,167,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DisableServiceUnits,168,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,isMultiProgram,169,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,versionNbr,170,decimal,NULL,9,5,YES,NULL
ctrl,tbl_Clinic,LabelPrintMedTypeInsteadOfMedClass,171,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableEnrollDischargeDateInSearchGrid,172,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableServiceRevisions,173,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableBAC,174,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,SammsFormsDefaultIndexNumber,175,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,enableDriveMapping,176,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,destructbottle,177,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,dontprintorders,178,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DisablePrintServiceMessageAfterSavePrompt,179,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DisableOtherAsReferralSource,180,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableInventory4and5,181,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,SigPadTest,182,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableRssAlerts,183,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,iispath,184,varchar,300,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,PrintAlternativeZebraAndDymoLabelVersion1,185,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,isRNP,186,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableAutoPopulateCity,187,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,IntakePacketURL,188,varchar,500,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,NoCheckinatPay,189,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,EnableAutoHoldOnAbnormalLab,190,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,MultiQueueRefreshIntervalTimeSet,191,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,EnableSuffixMiddleInitialInFirstNameOfSearch,192,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableUserLoginAtBACqueueModeElseInitials,193,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,SiteID,194,int,NULL,10,0,YES,NULL
ctrl,tbl_Clinic,PrintSitesAddressDependingOnSites,195,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DoNotPrintDOE,196,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableAutoSpSAMMSBilling,197,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableCounselorSelectionInMultiProgramSectionOnly,198,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,URLassessment,199,varchar,350,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,DisableTPproblemAndInOwnWords,200,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableCustomizableRequirementsForClientInfo,201,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableIntakeDischargeIncomeInputs,202,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,enableAutoBillingDuringEachToxPrint,203,bit,NULL,NULL,NULL,YES,NULL
ctrl,tbl_Clinic,isSH,204,bit,NULL,NULL,NULL,YES,NULL
