TaskConfigId	ConfigId	TaskName	Endpoint	Method	SourceTable	PaginationEnabled	PaginationParam	LoadType	IsIncremental	WatermarkColumn	LookbackDays	TargetSchema	TargetTable	TargetPath	ExecutionOrder	RetryCount	TimeoutSeconds	RequestBody	DependencyTaskConfigId	IsActive	CreatedAt	CreatedBy	ModifiedAt	ModifiedBy	AuthType	SiteCode	DataBaseName	SiteName	ScheduleFrequency	ScheduleExpression	LastRunDate
12794	123	Assessments Bronze - SavePACounselorReview - NLR	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	NLR	SAMMS-NLROBOT	NLROBOT	NULL	NULL	NULL
12795	123	Assessments Bronze - SavePACounselorReview - PH	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	PH	SAMMS-Phoenix	Phoenix	NULL	NULL	NULL
12796	123	Assessments Bronze - SavePACounselorReview - RE	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	RE	SAMMS-Reno	Reno	NULL	NULL	NULL
12797	123	Assessments Bronze - SavePACounselorReview - RMD	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	RMD	SAMMS-Richmond	Richmond	NULL	NULL	NULL
12798	123	Assessments Bronze - SavePACounselorReview - SFN	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	SFN	SAMMS-SFNv5	SFN	NULL	NULL	NULL
12799	123	Assessments Bronze - SavePACounselorReview - SHP	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	SHP	SAMMS-Shreveport	Shreveport	NULL	NULL	NULL
12800	123	Assessments Bronze - SavePACounselorReview - STN	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	STN	SAMMS-Staunton	Staunton	NULL	NULL	NULL
12801	123	Assessments Bronze - SavePACounselorReview - STVN	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	STVN	SAMMS-Stevenson	Stevenson	NULL	NULL	NULL
12802	123	Assessments Bronze - SavePACounselorReview - TE	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	TE	SAMMS-Tempe	Tempe	NULL	NULL	NULL
12803	123	Assessments Bronze - SavePACounselorReview - TEX	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	TEX	SAMMS-Texarkana	Texarkana	NULL	NULL	NULL
12804	123	Assessments Bronze - SavePACounselorReview - TTCA	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	TTCA	SAMMS-BessemerV5	Bessemer	NULL	NULL	NULL
12805	123	Assessments Bronze - SavePACounselorReview - TTCB	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	TTCB	SAMMS-CullmanV5	Cullman	NULL	NULL	NULL
12806	123	Assessments Bronze - SavePACounselorReview - TTCC	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	TTCC	SAMMS-GrandBay	GrandBay	NULL	NULL	NULL
12807	123	Assessments Bronze - SavePACounselorReview - TU	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	TU	SAMMS-Tucson	Tucson	NULL	NULL	NULL
12808	123	Assessments Bronze - SavePACounselorReview - V1	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V1	SAMMS-VCPHCS-I-MemphisV5	VCPHCS-I-Memphis	NULL	NULL	NULL
12809	123	Assessments Bronze - SavePACounselorReview - V10	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V10	SAMMS-BoulderV5	Boulder	NULL	NULL	NULL
12810	123	Assessments Bronze - SavePACounselorReview - V10A	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V10A	SAMMS-FortCollinsV5	FortCollins	NULL	NULL	NULL
12811	123	Assessments Bronze - SavePACounselorReview - V11	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V11	SAMMS-VCPHCS-XI-NorthDenverV5	VCPHCS-XI-NorthDenver	NULL	NULL	NULL
12812	123	Assessments Bronze - SavePACounselorReview - V12	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V12	SAMMS-VCPHCS-XII-DowntownDenverV5	VCPHCS-XII-DowntownDenver	NULL	NULL	NULL
12813	123	Assessments Bronze - SavePACounselorReview - V12A	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V12A	SAMMS-CentennialV5	Centennial	NULL	NULL	NULL
12814	123	Assessments Bronze - SavePACounselorReview - V14	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V14	SAMMS-VCPHCS-XIV-BridgewayV5	VCPHCS-XIV-Bridgeway	NULL	NULL	NULL
12815	123	Assessments Bronze - SavePACounselorReview - V15	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V15	SAMMS-JoplinV5	Joplin	NULL	NULL	NULL
12816	123	Assessments Bronze - SavePACounselorReview - V17	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V17	SAMMS-ColumbiaTNv5	ColumbiaTN	NULL	NULL	NULL
12817	123	Assessments Bronze - SavePACounselorReview - V19	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V19	SAMMS-JacksonV5	Jackson	NULL	NULL	NULL
12818	123	Assessments Bronze - SavePACounselorReview - V20	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V20	SAMMS-ParisV5	Paris	NULL	NULL	NULL
12819	123	Assessments Bronze - SavePACounselorReview - V21	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V21	SAMMS-RaleighV5	Raleigh	NULL	NULL	NULL
12820	123	Assessments Bronze - SavePACounselorReview - V5	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V5	SAMMS-NONTCv5	NONTC	NULL	NULL	NULL
12821	123	Assessments Bronze - SavePACounselorReview - V5B	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V5B	SAMMS-HoumaV6	Houma	NULL	NULL	NULL
12822	123	Assessments Bronze - SavePACounselorReview - V6	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V6	SAMMS-LCv5	LC	NULL	NULL	NULL
12823	123	Assessments Bronze - SavePACounselorReview - V8	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V8	SAMMS-VCPHCS-VIII-MemphisV5	VCPHCS-VIII-Memphis	NULL	NULL	NULL
12824	123	Assessments Bronze - SavePACounselorReview - V9	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	V9	SAMMS-NashvilleV5	Nashville	NULL	NULL	NULL
12825	123	Assessments Bronze - SavePACounselorReview - VBRA	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	VBRA	SAMMS-BrainerdV6	Brainerd	NULL	NULL	NULL
12826	123	Assessments Bronze - SavePACounselorReview - VBRP	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	VBRP	SAMMS-BrooklynParkV6	BrooklynPark	NULL	NULL	NULL
12827	123	Assessments Bronze - SavePACounselorReview - VMIN	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	VMIN	SAMMS-MinneapolisV6	Minneapolis	NULL	NULL	NULL
12828	123	Assessments Bronze - SavePACounselorReview - VWBY	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	VWBY	SAMMS-WoodburyV6	Woodbury	NULL	NULL	NULL
12829	123	Assessments Bronze - SavePACounselorReview - WIL	NULL	SavePACounselorReview	PACounselorReview	0	NULL	FULL	0	NULL	0	assessments02	br_PACounselorReview	/lakehouse/bhg_bronze/Tables/assessments02/br_PACounselorReview	2	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	WIL	SAMMS-Wilson	Wilson	NULL	NULL	NULL
12830	123	Assessments Bronze - SavePADimension1 - AHK	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	1	2026-08-13 11:17:12.317711	Joel	2026-08-14 08:59:59.407241	Joel	NULL	AHK	SAMMS-Ahoskie	Ahoskie	NULL	NULL	NULL
12831	123	Assessments Bronze - SavePADimension1 - B12B	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	1	2026-08-13 11:17:12.317711	Joel	2026-08-14 08:59:59.407241	Joel	NULL	B12B	SAMMS-ColoradoSpringsV5	ColoradoSprings	NULL	NULL	NULL
12832	123	Assessments Bronze - SavePADimension1 - B24	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	1	2026-08-13 11:17:12.317711	Joel	2026-08-14 08:59:59.407241	Joel	NULL	B24	SAMMS-PaintsvilleV5	Paintsville	NULL	NULL	NULL
12833	123	Assessments Bronze - SavePADimension1 - B25	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B25	SAMMS-PikevilleV5	Pikeville	NULL	NULL	NULL
12834	123	Assessments Bronze - SavePADimension1 - B26	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B26	SAMMS-HazardV5	Hazard	NULL	NULL	NULL
12835	123	Assessments Bronze - SavePADimension1 - B27	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B27	SAMMS-SavannahV6	Savannah	NULL	NULL	NULL
12836	123	Assessments Bronze - SavePADimension1 - B28	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B28	SAMMS-WestPlainesV5	WestPlaines	NULL	NULL	NULL
12837	123	Assessments Bronze - SavePADimension1 - B29	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B29	SAMMS-PoplarBluffV5	PoplarBluff	NULL	NULL	NULL
12838	123	Assessments Bronze - SavePADimension1 - B30	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B30	SAMMS-KCNv5	KCN	NULL	NULL	NULL
12839	123	Assessments Bronze - SavePADimension1 - B31	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B31	SAMMS-DyersburgV5	Dyersburg	NULL	NULL	NULL
12840	123	Assessments Bronze - SavePADimension1 - B33	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B33	SAMMS-Paducah	Paducah	NULL	NULL	NULL
12841	123	Assessments Bronze - SavePADimension1 - B34	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B34	SAMMS-CorbinV5	Corbin	NULL	NULL	NULL
12842	123	Assessments Bronze - SavePADimension1 - B35	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B35	SAMMS-LexingtonV5	Lexington	NULL	NULL	NULL
12843	123	Assessments Bronze - SavePADimension1 - B35A	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B35A	SAMMS-BereaV5	Berea	NULL	NULL	NULL
12844	123	Assessments Bronze - SavePADimension1 - B36	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B36	SAMMS-AshevilleV5	Asheville	NULL	NULL	NULL
12845	123	Assessments Bronze - SavePADimension1 - B37	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B37	SAMMS-ClydeV5	Clyde	NULL	NULL	NULL
12846	123	Assessments Bronze - SavePADimension1 - B38	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B38	SAMMS-SpartanburgV5	Spartanburg	NULL	NULL	NULL
12847	123	Assessments Bronze - SavePADimension1 - B39	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B39	SAMMS-AikenV5	Aiken	NULL	NULL	NULL
12848	123	Assessments Bronze - SavePADimension1 - B41	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B41	SAMMS-ChesapeakeV5	Chesapeake	NULL	NULL	NULL
12849	123	Assessments Bronze - SavePADimension1 - B42	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B42	SAMMS-VirginiaBeachV5	VirginiaBeach	NULL	NULL	NULL
12850	123	Assessments Bronze - SavePADimension1 - B42A	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B42A	SAMMS-NewportNewsV5	NewportNews	NULL	NULL	NULL
12851	123	Assessments Bronze - SavePADimension1 - B42B	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B42B	SAMMS-FranklinV5	Franklin	NULL	NULL	NULL
12852	123	Assessments Bronze - SavePADimension1 - B42C	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B42C	SAMMS-GlenAllenV5	GlenAllen	NULL	NULL	NULL
12853	123	Assessments Bronze - SavePADimension1 - B42D	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B42D	SAMMS-ChesapeakeSouthV5	ChesapeakeSouth	NULL	NULL	NULL
12854	123	Assessments Bronze - SavePADimension1 - B44	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B44	SAMMS-AlbanyV5	Albany	NULL	NULL	NULL
12855	123	Assessments Bronze - SavePADimension1 - B45	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B45	SAMMS-TiftonV5	Tifton	NULL	NULL	NULL
12856	123	Assessments Bronze - SavePADimension1 - B46	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B46	SAMMS-WashingtonDCv5	WashingtonDC	NULL	NULL	NULL
12857	123	Assessments Bronze - SavePADimension1 - B47	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B47	SAMMS-MobileV5	Mobile	NULL	NULL	NULL
12858	123	Assessments Bronze - SavePADimension1 - B48	NULL	SavePADimension1	PADimension1	0	NULL	FULL	0	NULL	0	assessments02	br_PADimension1	/lakehouse/bhg_bronze/Tables/assessments02/br_PADimension1	3	3	120	NULL	NULL	0	2026-08-13 11:17:12.317711	Joel	2026-08-13 11:17:12.317711	Joel	NULL	B48	SAMMS-TuscaloosaV5	Tuscaloosa	NULL	NULL	NULL
