58,1,1,0,Pre Admission,SF_PatientPreAdmission,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,58,CreatedOn,LastUpdateOn
59,0,1,1,ReAssessment,ReAssessment,NULL,ReassessmentClientSignatureDate,NULL,NULL,NULL,NULL,NULL,ReAssessmentStaffSignatureDate,NULL,59,CreatedOn,ModifiedOn
60,1,1,1,Referral,ReferralForm,NULL,NULL,NULL,NULL,patientsignaturedate,NULL,NULL,StaffSignDate,NULL,60,createdon,updatedon
61,1,1,1,Understanding of Treatment,SF_UnderstandingOfTreatment,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,CounselorSignatureDate,NULL,61,Createddate,UpdatedDate
62,1,1,1,MO - Consent Central Registry Missouri,MOConsentCentralRegistryMissouri,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,62,CreatedOn,ModifiedOn
63,1,1,1,SC - Consent Central Registry,SCConsentReleaseCentralRegistry,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,63,CreatedOn,ModifiedOn
64,1,1,1,Consent to Disclose Assignment of Benefits Ver 1,ConsentToDiscloseAssignmentofBenefits,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,64,CreatedOn,ModifiedOn
65,1,1,1,Consent to Treatment for IOP Or EOP Or OP,ConsenttoTreatmentforIOPOrEOPOrOP,NULL,NULL,NULL,NULL,PatientSignatureDate,ProviderSignatureDate,NULL,StaffSignatureDate,NULL,65,Createdon,Modifiedon
66,1,1,1,GPRA,GPRA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,StaffSignatureDate,NULL,66,Createdon,Modifiedon
67,1,1,1,MAT and Driving,MATandDriving,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,67,CreatedOn,ModifiedOn
68,1,1,1,Patient Rights And Responsibilities V2,PatientRightsAndResponsibilitiesV2,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,68,CreatedOn,ModifiedOn
69,1,1,1,Request Release of Medical Records V2,RequestReleaseofMedicalRecordsV2,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,69,CreatedOn,ModifiedOn
70,1,1,1,Take Home Risk Assessment,TakeHomeRiskAssessment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,StaffSignatureDate,NULL,70,CreatedOn,ModifiedOn
71,1,1,1,Adult Nutritional Screen,AdultNutritionalScreen,NULL,NULL,NULL,MedicalStaffSignatureDate,PatientSignatureDate,ProviderSignatureDate,NULL,NULL,NULL,71,CreatedOn,ModifiedOn
74,1,1,1,Consent For Follow-Up Contact,ConsentForFollowUpContact,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,72,CreatedOn,ModifiedOn
75,1,1,1,Consent for Release of Confidential Information to Emergency Contact Ver 1,ConsentReleaseEmergencyContact,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,73,CreatedOn,ModifiedOn
76,1,1,1,AL - Consent to Central Registry,ConsentCentralRegistryAlabama,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,NULL,NULL,74,CreatedOn,ModifiedOn
78,1,1,1,LA - Consent to Central Registry,ConsentCentralRegistryLouisiana,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,75,CreatedOn,ModifiedOn
79,1,1,1,Overdose Education,OpioidOverdoseRisks,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,76,CreatedOn,ModifiedOn
80,1,1,1,Notice of Privacy Practice DC,NoticeofPrivacyPracticesDC,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,NULL,NULL,77,CreatedOn,ModifiedOn
81,1,1,1,Admission Assessment V1,NewAdmissionAssessment,NULL,CounselorSignatureDate,NULL,NULL,PatientSignatureDate,ProviderSignatureDate,NULL,NULL,SupervisorSignatureDate,78,CreatedOn,ModifiedOn
82,1,1,1,Consent and Screen for Tuberculosis Skin Test,ConsentandScreenFTST,NULL,NULL,NULL,NULL,PatientSignatureDate,ProviderSignatureDate,NULL,StaffSignatureDate,NULL,79,CreatedOn,ModifiedOn
84,1,1,1,Consent to Release Information to the Health Department,ConsenttoReleaseInformationtotheHealthDepartmentRevised,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,80,CreatedOn,ModifiedOn
86,1,1,1,Take Home Agreement and Diversion Control Plan,TakeHomeAgreementandDiversionControl,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,81,CreatedOn,ModifiedOn
88,1,1,1,Take Home Guidelines,TakeHomeGuidelinesForm,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,82,CreatedOn,ModifiedOn
89,1,1,1,KY - Patient Rights and Responsibilities,KYPatientRightsandResp,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,83,CreatedOn,ModifiedOn
90,1,1,1,PPD Test,PPDTest,NULL,NULL,NULL,NULL,NULL,ProviderSignatureDate,NULL,StaffSignatureDate,NULL,84,CreatedOn,ModifiedOn
91,1,1,1,MN - Comprehensive Assessment,MNComprehensiveAssessment,NULL,CounselorSignatureDate,NULL,NULL,PatientSignatureDate,NULL,NULL,NULL,SupervisorSignatureDate,85,CreatedOn,ModifiedOn
92,1,1,1,Take Home Agreement,TakeHomeAgreement,NULL,NULL,NULL,NULL,PatientSignatureDate,NULL,NULL,StaffSignatureDate,NULL,86,CreatedOn,ModifiedOn
