ConfigId	ConfigName	PipelineName	PipelinePath	TransformationModule	SourceSystem	SourceType	TargetName	EnvironmentName	PipelineDependency	ExecutionSequence	TriggerType	TriggerFrequency	TriggeredBy	IsActive	ConnectionConfig	CreatedAt	CreatedBy	ModifiedAt	ModifiedBy
18	SAMMS Orders Bronze	pl_SaveOrders	/pipelines/pl_SaveOrders	NULL	SAMMS	DATA BASE	BR	DEV	NULL	1	SCHEDULE	DAILY	Fabric	1	{"TargetTable":"bhg_bronze.order.brz_Orders"}	2026-06-08 22:13:42.505611	Joel	2026-08-03 10:34:19.311986	Joel
20	SAMMS Orders Gold	pl_SaveOrders	/pipelines/pl_SaveOrders	Versioned Gold Publish	Silver	DATA BASE	GL	DEV	nb_SaveOrders_brz_to_sl	3	SCHEDULE	DAILY	Fabric	1	{"SourceTable":"bhg_silver.pats.slv_Orders","TargetTable":"bhg_gold.pats.Orders","LoadType":"Versioned Gold Load","Rollback":"Enabled"}	2026-06-08 22:14:43.944467	Joel	2026-08-03 10:34:19.311986	Joel
19	SAMMS Orders Silver	pl_SaveOrders	/pipelines/pl_SaveOrders	NULL	Bronze	DATA BASE	SL	DEV	nb_SaveOrders_src_to_brz	2	SCHEDULE	DAILY	Fabric	1	{"SourceTable":"bhg_bronze.order.brz_Orders","TargetTable":"bhg_silver.pats.slv_Orders","LoadType":"Incremental"}	2026-06-08 22:14:08.636166	Joel	2026-08-03 10:34:19.311986	Joel





taskconfig


TaskConfigId	ConfigId	TaskName	Endpoint	Method	SourceTable	PaginationEnabled	PaginationParam	LoadType	IsIncremental	WatermarkColumn	LookbackDays	TargetSchema	TargetTable	TargetPath	ExecutionOrder	RetryCount	TimeoutSeconds	RequestBody	DependencyTaskConfigId	IsActive	CreatedAt	CreatedBy	ModifiedAt	ModifiedBy	AuthType	SiteCode	DataBaseName	SiteName
51051	18	Orders Bronze - D09	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	D09	SAMMS-MurfreesboroV6	Murfreesboro
51052	18	Orders Bronze - DA	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DA	SAMMS-Davenport	Davenport
51053	18	Orders Bronze - DM	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DM	SAMMS-DesMoines	DesMoines
51054	18	Orders Bronze - DRD-CO	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DRD-CO	SAMMS-ColumbiaV5	Columbia
51055	18	Orders Bronze - DRD-KC	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DRD-KC	SAMMS-KCv5	KC
51056	18	Orders Bronze - DRD-KVB	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DRD-KVB	SAMMS-KVBv5	KVB
51057	18	Orders Bronze - DRD-KVC	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DRD-KVC	SAMMS-KVCv5	KVC
51058	18	Orders Bronze - DRD-NOLA	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DRD-NOLA	SAMMS-NOLAv5	NOLA
51059	18	Orders Bronze - DRD-SF	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	DRD-SF	SAMMS-SFv5	SF
51060	18	Orders Bronze - ELC	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	ELC	SAMMS-ElizabethCity	ElizabethCity
51061	18	Orders Bronze - ET	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	ET	SAMMS-Elizabethtown	Elizabethtown
51062	18	Orders Bronze - FAY	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	FAY	SAMMS-Fayetteville	Fayetteville
51063	18	Orders Bronze - FR	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	FR	SAMMS-Frankfort	Frankfort
51064	18	Orders Bronze - FS	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	FS	SAMMS-FortSmith	FortSmith
51065	18	Orders Bronze - FW	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	FW	SAMMS-FortWayne	FortWayne
51066	18	Orders Bronze - GAL	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	GAL	SAMMS-Gaylord	Gaylord
51067	18	Orders Bronze - HGT	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	HGT	SAMMS-Hagerstown	Hagerstown
51068	18	Orders Bronze - HNT	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	HNT	SAMMS-Huntsville	Huntsville
51069	18	Orders Bronze - HS	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	HS	SAMMS-HotSprings	HotSprings
51070	18	Orders Bronze - JON	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	JON	SAMMS-Jonesboro	Jonesboro
51071	18	Orders Bronze - LAN	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	LAN	SAMMS-Lansing	Lansing
51072	18	Orders Bronze - LO	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	LO	SAMMS-Louisville	Louisville
51073	18	Orders Bronze - LV1	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	LV1	SAMMS-Cheyenne	Cheyenne
51074	18	Orders Bronze - LV2	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	LV2	SAMMS-DesertInn	DesertInn
51075	18	Orders Bronze - LV3	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	LV3	SAMMS-McDaniel	McDaniel
51076	18	Orders Bronze - MNRE	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	MNRE	SAMMS-Monroe	Monroe
51077	18	Orders Bronze - MP	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	MP	SAMMS-MtPleasant	MtPleasant
51078	18	Orders Bronze - MRD	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	MRD	SAMMS-Meridian	Meridian
51079	18	Orders Bronze - NC	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	NC	SAMMS-NorthCharleston	NorthCharleston
51080	18	Orders Bronze - NLR	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	NLR	SAMMS-NLROBOT	NLROBOT
51081	18	Orders Bronze - PH	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	PH	SAMMS-Phoenix	Phoenix
51082	18	Orders Bronze - RE	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	RE	SAMMS-Reno	Reno
51083	18	Orders Bronze - RMD	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	RMD	SAMMS-Richmond	Richmond
51084	18	Orders Bronze - SFN	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	SFN	SAMMS-SFNv5	SFN
51085	18	Orders Bronze - SHP	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	SHP	SAMMS-Shreveport	Shreveport
51086	18	Orders Bronze - STN	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	STN	SAMMS-Staunton	Staunton
51087	18	Orders Bronze - STVN	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	STVN	SAMMS-Stevenson	Stevenson
51088	18	Orders Bronze - TE	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	TE	SAMMS-Tempe	Tempe
51089	18	Orders Bronze - TEX	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	TEX	SAMMS-Texarkana	Texarkana
51090	18	Orders Bronze - TTCA	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	TTCA	SAMMS-BessemerV5	Bessemer
51091	18	Orders Bronze - TTCB	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	TTCB	SAMMS-CullmanV5	Cullman
51092	18	Orders Bronze - TTCC	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	TTCC	SAMMS-GrandBay	GrandBay
51093	18	Orders Bronze - TU	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	TU	SAMMS-Tucson	Tucson
51094	18	Orders Bronze - V1	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V1	SAMMS-VCPHCS-I-MemphisV5	VCPHCS-I-Memphis
51095	18	Orders Bronze - V10	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V10	SAMMS-BoulderV5	Boulder
51096	18	Orders Bronze - V10A	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V10A	SAMMS-FortCollinsV5	FortCollins
51097	18	Orders Bronze - V11	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V11	SAMMS-VCPHCS-XI-NorthDenverV5	VCPHCS-XI-NorthDenver
51098	18	Orders Bronze - V12	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V12	SAMMS-VCPHCS-XII-DowntownDenverV5	VCPHCS-XII-DowntownDenver
51099	18	Orders Bronze - V12A	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V12A	SAMMS-CentennialV5	Centennial
51100	18	Orders Bronze - V14	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V14	SAMMS-VCPHCS-XIV-BridgewayV5	VCPHCS-XIV-Bridgeway
51101	18	Orders Bronze - V15	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V15	SAMMS-JoplinV5	Joplin
51102	18	Orders Bronze - V17	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V17	SAMMS-ColumbiaTNv5	ColumbiaTN
51103	18	Orders Bronze - V19	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V19	SAMMS-JacksonV5	Jackson
51104	18	Orders Bronze - V20	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V20	SAMMS-ParisV5	Paris
51105	18	Orders Bronze - V21	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V21	SAMMS-RaleighV5	Raleigh
51106	18	Orders Bronze - V5	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V5	SAMMS-NONTCv5	NONTC
51107	18	Orders Bronze - V5B	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V5B	SAMMS-HoumaV6	Houma
51108	18	Orders Bronze - V6	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V6	SAMMS-LCv5	LC
51109	18	Orders Bronze - V8	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V8	SAMMS-VCPHCS-VIII-MemphisV5	VCPHCS-VIII-Memphis
51110	18	Orders Bronze - V9	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	V9	SAMMS-NashvilleV5	Nashville
51111	18	Orders Bronze - VBRA	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	VBRA	SAMMS-BrainerdV6	Brainerd
51112	18	Orders Bronze - VBRP	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	VBRP	SAMMS-BrooklynParkV6	BrooklynPark
51113	18	Orders Bronze - VMIN	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	VMIN	SAMMS-MinneapolisV6	Minneapolis
51114	18	Orders Bronze - VWBY	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	VWBY	SAMMS-WoodburyV6	Woodbury
51115	18	Orders Bronze - WIL	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:25:41.022136	Joel	2026-08-03 10:22:40.130023	Joel	NULL	WIL	SAMMS-Wilson	Wilson
52	19	Orders Silver	NULL	NULL	brz_Orders	0	NULL	INCREMENTAL	1	LastModAt	15	pats	slv_Orders	/lakehouse/bhg_silver/Tables/pats/slv_Orders	2	3	7200	NULL	NULL	1	2026-06-08 22:18:54.762229	Joel	2026-08-03 10:23:02.139133	Joel	NULL	NULL	NULL	NULL
51	18	Orders Bronze	NULL	NULL	dbo.tblOrder	0	NULL	FULL	0	NULL	NULL	order	brz_Orders	/lakehouse/bhg_bronze/Tables/order/brz_Orders	1	3	7200	NULL	NULL	1	2026-06-08 22:18:54.762229	Joel	2026-08-03 10:22:40.130023	Joel	NULL	NULL	NULL	NULL
53	20	Orders Gold	NULL	NULL	slv_Orders	0	NULL	INCREMENTAL	1	LastModAt	15	pats	Orders	/lakehouse/bhg_gold/Tables/pats/Orders	3	3	7200	NULL	NULL	1	2026-06-08 22:18:54.762229	Joel	2026-08-03 10:23:10.523171	Joel	NULL	NULL	NULL	NULL
